# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST005528,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),"polyarticular juvenile idiopathic arthritis, rheumatoid factor negative",EFO:1002020,http://www.ebi.ac.uk/efo/EFO_1002020,0.891
GCST005516,Neuritic plaques or neurofibrillary tangles (pleiotropy),neurofibrillary tangles measurement,EFO:0006797,http://www.ebi.ac.uk/efo/EFO_0006797,0.671
GCST005515,Neuritic plaques or cerebral amyloid angiopathy (pleiotropy),cerebral amyloid angiopathy,EFO:0006790,http://www.ebi.ac.uk/efo/EFO_0006790,0.699
GCST005517,Neurofibrillary tangles or cerebral amyloid angiopathy (pleiotropy),cerebral amyloid angiopathy,EFO:0006790,http://www.ebi.ac.uk/efo/EFO_0006790,0.664
GCST005043,Polycystic ovary syndrome,polycystic ovary syndrome,EFO:0000660,http://www.ebi.ac.uk/efo/EFO_0000660,0.982
GCST004217,Fuchs's corneal dystrophy,Fuchs endothelial corneal dystrophy,ORPHANET.ORDO:98974,http://www.orpha.net/ORDO/Orphanet_98974,0.831
GCST005044,Primary vesicoureteric reflux,vesicoureteral reflux,EFO:0007536,http://www.ebi.ac.uk/efo/EFO_0007536,0.861
GCST005051,Obstructive sleep apnea trait (apnea hypopnea index),obstructive sleep apnea,EFO:0003918,http://www.ebi.ac.uk/efo/EFO_0003918,0.792
GCST005049,Obstructive sleep apnea during non-REM sleep (apnea hypopnea index),obstructive sleep apnea,EFO:0003918,http://www.ebi.ac.uk/efo/EFO_0003918,0.829
GCST005050,Obstructive sleep apnea during REM sleep (apnea hypopnea index),obstructive sleep apnea,EFO:0003918,http://www.ebi.ac.uk/efo/EFO_0003918,0.835
GCST005581,Primary biliary cirrhosis,primary biliary cirrhosis,EFO:1001486,http://www.ebi.ac.uk/efo/EFO_1001486,0.988
GCST006806,Late-onset Alzheimer's disease,late-onset Alzheimers disease,EFO:1001870,http://www.ebi.ac.uk/efo/EFO_1001870,0.828
GCST004267,Blood osmolality (transformed sodium),blood osmolality measurement,EFO:0007967,http://www.ebi.ac.uk/efo/EFO_0007967,0.633
GCST005127,Lung function (maximal voluntary ventilation),maximal voluntary ventilation,EFO:0008431,http://www.ebi.ac.uk/efo/EFO_0008431,0.876
GCST005132,Lung function (forced expiratory volume in 1 second),forced expiratory volume,EFO:0004314,http://www.ebi.ac.uk/efo/EFO_0004314,0.78
GCST005129,Lung function (forced expiratory flow during mid-portion (25% and 75%) of forced vital capacity),vital capacity,EFO:0004312,http://www.ebi.ac.uk/efo/EFO_0004312,0.629
GCST005131,Lung function (forced vital capacity),vital capacity,EFO:0004312,http://www.ebi.ac.uk/efo/EFO_0004312,0.812
GCST004947,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO:0001361,http://www.ebi.ac.uk/efo/EFO_0001361,0.973
GCST005356,Severe malaria,severe malarial anemia,EFO:0010970,http://www.ebi.ac.uk/efo/EFO_0010970,0.794
GCST006112,Diastolic blood pressure x sodium interaction (1df test),diastolic blood pressure,EFO:0006336,http://www.ebi.ac.uk/efo/EFO_0006336,0.681
GCST006113,Systolic blood pressure x sodium interaction (2df test),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.683
GCST006111,Diastolic blood pressure x sodium interaction (2df test),diastolic blood pressure,EFO:0006336,http://www.ebi.ac.uk/efo/EFO_0006336,0.683
GCST006114,Mean arterial pressure x sodium interaction (2df test),mean arterial pressure,EFO:0006340,http://www.ebi.ac.uk/efo/EFO_0006340,0.647
GCST006115,Systolic blood pressure x sodium interaction (1df test),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.682
GCST006116,Mean arterial pressure x sodium interaction (1df test),mean arterial pressure,EFO:0006340,http://www.ebi.ac.uk/efo/EFO_0006340,0.646
GCST004996,Total mean fractional anisotropy measurement in first episode schizophrenia,mean fractional anisotropy measurement,EFO:0008399,http://www.ebi.ac.uk/efo/EFO_0008399,0.678
GCST004961,Major coronary event in placebo-treated cardiovascular disease (time to event),cardiovascular event measurement,EFO:0006919,http://www.ebi.ac.uk/efo/EFO_0006919,0.617
GCST004964,Myocardial infarction in darapladib-treated cardiovascular disease (time to event),myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.608
GCST004965,Myocardial infarction in placebo-treated cardiovascular disease (time to event),myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.617
GCST004958,Major coronary event in cardiovascular disease (time to event) (darapladib treatment interaction),cardiovascular event measurement,EFO:0006919,http://www.ebi.ac.uk/efo/EFO_0006919,0.609
GCST004960,Odor events in darapladib-treated cardiovascular disease (time to event),cardiovascular event measurement,EFO:0006919,http://www.ebi.ac.uk/efo/EFO_0006919,0.612
GCST004957,Major coronary event in darapladib-treated cardiovascular disease (time to event),cardiovascular event measurement,EFO:0006919,http://www.ebi.ac.uk/efo/EFO_0006919,0.607
GCST004963,Lipoprotein phospholipase A2 activity in cardiovascular disease,cardiovascular disease,EFO:0000319,http://www.ebi.ac.uk/efo/EFO_0000319,0.657
GCST004959,Myocardial infarction in cardiovascular disease (time to event) (darapladib treatment interaction),myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.616
GCST005022,Major depression and alcohol dependence,alcohol dependence,MONDO:0007079,http://purl.obolibrary.org/obo/MONDO_0007079,0.757
GCST005111,Breast cancer in childhood cancer survivors,childhood cancer,EFO:1000654,http://www.ebi.ac.uk/efo/EFO_1000654,0.73
GCST004990,Alcohol consumption over the past year,alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.741
GCST005352,Paclitaxel disposition in epithelial ovarian cancer,malignant epithelial tumor of ovary,MONDO:0018364,http://purl.obolibrary.org/obo/MONDO_0018364,0.695
GCST005351,Carboplatin disposition in epthelial ovarian cancer,malignant epithelial tumor of ovary,MONDO:0018364,http://purl.obolibrary.org/obo/MONDO_0018364,0.648
GCST005949,Body mass index x sex interaction,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.796
GCST005950,Body mass index x sex x age interaction (4df test),body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.654
GCST005951,Body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.995
GCST005952,Body mass index (age>50),body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.846
GCST005953,Body mass index (age <50),body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.846
GCST005954,Body mass index x age interaction,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.784
GCST005955,Body mass index x sex x age interaction,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.732
GCST005956,Waist-to-hip ratio adjusted for BMI,BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.746
GCST005957,Waist-to-hip ratio adjusted for BMI (age <50),BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.685
GCST005958,Waist-to-hip ratio adjusted for BMI (age >50),BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.685
GCST005959,Waist-to-hip ratio adjusted for BMI x sex interaction,BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.648
GCST005960,Waist-to-hip ratio adjusted for BMI x sex x age interaction,BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.611
GCST005961,Waist-to-hip ratio adjusted for BMI x age interaction,BMI-adjusted waist-hip ratio,EFO:0007788,http://www.ebi.ac.uk/efo/EFO_0007788,0.653
GCST006188,Systolic blood pressure (cigarette smoking interaction),nicotine dependence,EFO:0003768,http://www.ebi.ac.uk/efo/EFO_0003768,0.672
GCST006187,Diastolic blood pressure (cigarette smoking interaction),nicotine dependence,EFO:0003768,http://www.ebi.ac.uk/efo/EFO_0003768,0.676
GCST005845,Heart rate increase in response to exercise,heart rate response to exercise,EFO:0009184,http://www.ebi.ac.uk/efo/EFO_0009184,0.892
GCST005850,Heart rate response to recovery post exercise (30 sec),heart rate response to recovery post exercise,EFO:0009185,http://www.ebi.ac.uk/efo/EFO_0009185,0.91
GCST005849,Heart rate response to recovery post exercise (40 sec),heart rate response to recovery post exercise,EFO:0009185,http://www.ebi.ac.uk/efo/EFO_0009185,0.91
GCST005848,Heart rate response to recovery post exercise (50 sec),heart rate response to recovery post exercise,EFO:0009185,http://www.ebi.ac.uk/efo/EFO_0009185,0.91
GCST005846,Heart rate response to recovery post exercise (10 sec),heart rate response to recovery post exercise,EFO:0009185,http://www.ebi.ac.uk/efo/EFO_0009185,0.922
GCST005847,Heart rate response to recovery post exercise (20 sec),heart rate response to recovery post exercise,EFO:0009185,http://www.ebi.ac.uk/efo/EFO_0009185,0.92
GCST004294,Nicotine dependence,nicotine dependence,EFO:0003768,http://www.ebi.ac.uk/efo/EFO_0003768,0.985
GCST004982,Prostate cancer,prostate cancer,MONDO:0008315,http://purl.obolibrary.org/obo/MONDO_0008315,0.991
GCST005169,Diastolic blood pressure,diastolic blood pressure,EFO:0006336,http://www.ebi.ac.uk/efo/EFO_0006336,0.991
GCST005168,Systolic blood pressure,systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.984
GCST004984,White coat effect (clinic systolic blood pressure minus home systolic blood pressure),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.822
GCST004985,White coat effect (clinic diastolic blood pressure minus home diastolic blood pressure),diastolic blood pressure,EFO:0006336,http://www.ebi.ac.uk/efo/EFO_0006336,0.824
GCST005389,Tooth agenesis,Tooth agenesis,HP:0009804,http://purl.obolibrary.org/obo/HP_0009804,0.989
GCST005391,Tooth agenesis (maxillary lateral incisors),Agenesis of maxillary lateral incisor,HP:0000690,http://purl.obolibrary.org/obo/HP_0000690,0.863
GCST004514,Smoking status (ever vs never smokers),smoking status measurement,EFO:0006527,http://www.ebi.ac.uk/efo/EFO_0006527,0.636
GCST004644,Vaso-occlusive pain in sickle-cell anemia,sickle cell anemia,MONDO:0011382,http://purl.obolibrary.org/obo/MONDO_0011382,0.684
GCST004773,Type 2 diabetes,type 2 diabetes mellitus,MONDO:0005148,http://purl.obolibrary.org/obo/MONDO_0005148,0.943
GCST004736,Familial hepatitis B virus-related hepatocellular carcinoma,hepatitis B virus induced hepatocellular carcinoma,EFO:0008503,http://www.ebi.ac.uk/efo/EFO_0008503,0.937
GCST005523,Celiac disease,celiac disease,EFO:0001060,http://www.ebi.ac.uk/efo/EFO_0001060,0.981
GCST005032,Early gestational weight gain (fetal effect),early gestational weight gain,EFO:0008437,http://www.ebi.ac.uk/efo/EFO_0008437,0.827
GCST005031,Gestational weight gain (fetal effect),late gestational weight gain,EFO:0008436,http://www.ebi.ac.uk/efo/EFO_0008436,0.742
GCST005030,Late gestational weight gain (fetal effect),late gestational weight gain,EFO:0008436,http://www.ebi.ac.uk/efo/EFO_0008436,0.801
GCST005029,Early gestation weight gain (maternal effect),early gestational weight gain,EFO:0008437,http://www.ebi.ac.uk/efo/EFO_0008437,0.802
GCST005034,Late gestational weight gain (maternal effect),late gestational weight gain,EFO:0008436,http://www.ebi.ac.uk/efo/EFO_0008436,0.797
GCST005033,Gestational weight gain (maternal effect),late gestational weight gain,EFO:0008436,http://www.ebi.ac.uk/efo/EFO_0008436,0.748
GCST005109,Progranulin levels,progranulin measurement,EFO:0004625,http://www.ebi.ac.uk/efo/EFO_0004625,0.882
GCST004785,Vitiligo,Vitiligo,EFO:0004208,http://www.ebi.ac.uk/efo/EFO_0004208,0.989
GCST005241,Nucleus accumbens volume in trauma-exposed individuals,nucleus accumbens volume,EFO:0006931,http://www.ebi.ac.uk/efo/EFO_0006931,0.681
GCST005242,Pallidum volume in trauma-exposed individuals,pallidum volume,EFO:0006933,http://www.ebi.ac.uk/efo/EFO_0006933,0.634
GCST005239,Amygdala volume in trauma-exposed individuals,amygdala volume,EFO:0006934,http://www.ebi.ac.uk/efo/EFO_0006934,0.639
GCST005243,Hippocampal volume in trauma-exposed individuals,hippocampal volume,EFO:0005035,http://www.ebi.ac.uk/efo/EFO_0005035,0.631
GCST004866,Alopecia areata,alopecia areata,EFO:0004192,http://www.ebi.ac.uk/efo/EFO_0004192,0.977
GCST005086,Visceral adipose tissue (sex interaction),visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.785
GCST005092,Subcutaneous adipose tissue (sex interaction),panniculitis,EFO:1000746,http://www.ebi.ac.uk/efo/EFO_1000746,0.872
GCST005091,Subcutaneous adipose tissue,panniculitis,EFO:1000746,http://www.ebi.ac.uk/efo/EFO_1000746,0.991
GCST005090,Visceral adipose tissue/subcutaneous adipose tissue ratio (sex interaction),panniculitis,EFO:1000746,http://www.ebi.ac.uk/efo/EFO_1000746,0.83
GCST005089,Visceral adipose tissue/subcutaneous adipose tissue ratio,panniculitis,EFO:1000746,http://www.ebi.ac.uk/efo/EFO_1000746,0.88
GCST005088,Visceral adipose tissue adjusted for BMI (sex interaction),visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.673
GCST005087,Visceral adipose tissue adjusted for BMI,visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.736
GCST005085,Visceral adipose tissue,visceral adipose tissue measurement,EFO:0004765,http://www.ebi.ac.uk/efo/EFO_0004765,0.914
GCST005142,Cognitive ability,intelligence,EFO:0004337,http://www.ebi.ac.uk/efo/EFO_0004337,0.987
GCST005141,Cognitive ability (MTAG),intelligence,EFO:0004337,http://www.ebi.ac.uk/efo/EFO_0004337,0.812
GCST008165,Thyroid stimulating hormone levels,thyroid stimulating hormone measurement,EFO:0004748,http://www.ebi.ac.uk/efo/EFO_0004748,0.925
GCST004837,Lumbar spine bone mineral density or breast cancer (pleiotropy),spine bone mineral density change measurement,EFO:0008474,http://www.ebi.ac.uk/efo/EFO_0008474,0.652
GCST004836,Femoral neck bone mineral density or breast cancer (pleiotropy),femoral neck bone mineral density,EFO:0007785,http://www.ebi.ac.uk/efo/EFO_0007785,0.741
GCST003153,Cirrhosis (alcohol related),alcoholic liver cirrhosis,EFO:1000802,http://www.ebi.ac.uk/efo/EFO_1000802,0.829
GCST006054,High altitude adaptation,high altitude adaptation,EFO:0009105,http://www.ebi.ac.uk/efo/EFO_0009105,0.994
GCST005354,Height,body height,EFO:0004339,http://www.ebi.ac.uk/efo/EFO_0004339,0.997
GCST005235,Hand grip strength,grip strength measurement,EFO:0006941,http://www.ebi.ac.uk/efo/EFO_0006941,0.789
GCST005233,Fat mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.728
GCST005234,Lean mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.686
GCST004880,Alzheimer's disease or type 2 diabetes (pleiotropy),Alzheimer disease type 1,MONDO:0007088,http://purl.obolibrary.org/obo/MONDO_0007088,0.713
GCST005313,Spontaneous preterm birth (preterm birth),spontaneous preterm birth,EFO:0006917,http://www.ebi.ac.uk/efo/EFO_0006917,0.953
GCST005188,Skin pigmentation,skin pigmentation,EFO:0003784,http://www.ebi.ac.uk/efo/EFO_0003784,0.986
GCST004904,Body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.995
GCST004873,Endometriosis,endometriosis,EFO:0001065,http://www.ebi.ac.uk/efo/EFO_0001065,0.992
GCST003814,Selective IgA deficiency,selective IgA deficiency disease,EFO:1001929,http://www.ebi.ac.uk/efo/EFO_1001929,0.906
GCST004790,Change in LVEF in response to paclitaxel and trastuzumab in HER2+ breast cancer,response to trastuzumab,EFO:0008347,http://www.ebi.ac.uk/efo/EFO_0008347,0.633
GCST004724,Foot ulcer in diabetes and neuropathy,diabetic foot,EFO:1001459,http://www.ebi.ac.uk/efo/EFO_1001459,0.704
GCST004725,Foot ulcer and neuropathy in diabetes,diabetic foot,EFO:1001459,http://www.ebi.ac.uk/efo/EFO_1001459,0.704
GCST005096,Iris color (b* coordinate),eye color,EFO:0003949,http://www.ebi.ac.uk/efo/EFO_0003949,0.683
GCST005095,Iris heterochromicity,Heterochromia iridis,HP:0001100,http://purl.obolibrary.org/obo/HP_0001100,0.72
GCST005084,Skin pigmentation,skin pigmentation,EFO:0003784,http://www.ebi.ac.uk/efo/EFO_0003784,0.986
GCST005094,Iris color (L* coordinate),eye color,EFO:0003949,http://www.ebi.ac.uk/efo/EFO_0003949,0.679
GCST005093,Iris color (a* coordinate),eye color,EFO:0003949,http://www.ebi.ac.uk/efo/EFO_0003949,0.684
GCST004824,P wave terminal force,P wave terminal force measurement,EFO:0008379,http://www.ebi.ac.uk/efo/EFO_0008379,0.91
GCST004826,P wave duration,P wave duration,EFO:0005094,http://www.ebi.ac.uk/efo/EFO_0005094,0.979
GCST005154,Alloimmunization response to pregnancy (HLA class I and II),pregnancy induced alloimmunization,EFO:0008462,http://www.ebi.ac.uk/efo/EFO_0008462,0.667
GCST005156,Alloimmunization response to pregnancy (HLA class I),pregnancy induced alloimmunization,EFO:0008462,http://www.ebi.ac.uk/efo/EFO_0008462,0.687
GCST005157,Alloimmunization response to pregnancy (HLA class II),pregnancy induced alloimmunization,EFO:0008462,http://www.ebi.ac.uk/efo/EFO_0008462,0.677
GCST005155,Alloimmunization response to pregnancy,pregnancy induced alloimmunization,EFO:0008462,http://www.ebi.ac.uk/efo/EFO_0008462,0.786
GCST004557,Body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.995
GCST004562,Waist circumference adjusted for body mass index,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.717
GCST004576,Waist-to-hip ratio adjusted for body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.606
GCST004568,Body mass index (physical activity interaction),body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.645
GCST004561,Waist circumference adjusted for BMI (physical activity interaction),BMI-adjusted waist circumference,EFO:0007789,http://www.ebi.ac.uk/efo/EFO_0007789,0.711
GCST004564,Waist circumference adjusted for BMI in active individuals,BMI-adjusted waist circumference,EFO:0007789,http://www.ebi.ac.uk/efo/EFO_0007789,0.73
GCST004565,Waist circumference adjusted for BMI in inactive individuals,BMI-adjusted waist circumference,EFO:0007789,http://www.ebi.ac.uk/efo/EFO_0007789,0.706
GCST005182,Common carotid intima-media thickness in HIV negative individuals,common carotid intimal medial thickness,EFO:0004860,http://www.ebi.ac.uk/efo/EFO_0004860,0.693
GCST005184,Common carotid intima-media thickness in HIV infection,common carotid intimal medial thickness,EFO:0004860,http://www.ebi.ac.uk/efo/EFO_0004860,0.811
GCST005183,Common carotid intima-media thickness,common carotid intimal medial thickness,EFO:0004860,http://www.ebi.ac.uk/efo/EFO_0004860,0.941
GCST006078,Branched-chain amino acid levels (Valine),Disorder of branched-chain amino acid metabolism,ORPHANET.ORDO:79197,http://www.orpha.net/ORDO/Orphanet_79197,0.601
GCST004741,Duloxetine response in major depressive disorder (responder/non-responder status),response to duloxetine,EFO:0008345,http://www.ebi.ac.uk/efo/EFO_0008345,0.627
GCST004743,Placebo response in major depressive disorder (responder/non-responder status),response to placebo,EFO:0008344,http://www.ebi.ac.uk/efo/EFO_0008344,0.614
GCST005181,Body mass index,body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.995
GCST004638,Benign prostatic hyperplasia and/or lower urinary tract symptoms,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.698
GCST003184,Atopic dermatitis,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.994
GCST003247,Testicular germ cell tumor,Testicular Germ Cell Tumor,EFO:1000566,http://www.ebi.ac.uk/efo/EFO_1000566,0.977
GCST005828,Estradiol levels,estradiol measurement,EFO:0004697,http://www.ebi.ac.uk/efo/EFO_0004697,0.896
GCST005827,Estrone levels,estrone measurement,EFO:0007970,http://www.ebi.ac.uk/efo/EFO_0007970,0.71
GCST004804,Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda based profile),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.742
GCST004807,Immunoglobulin light chain (AL) amyloidosis (liver involvement),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.76
GCST004806,Immunoglobulin light chain (AL) amyloidosis (heart and kidney involvement),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.737
GCST004810,Immunoglobulin light (AL) amyloidosis (serum Ig kappa profile),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.652
GCST004811,Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda/kappa based profile),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.704
GCST004809,Immunoglobulin light chain (AL) amyloidosis (serum Ig lambda profile),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.704
GCST004805,Immunoglobulin light chain (AL) amyloidosis (heart involvement),primary systemic amyloidosis,MONDO:0017816,http://purl.obolibrary.org/obo/MONDO_0017816,0.75
